"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Jiang D.; McAlpine D.; Palmer A.R.","Jiang, Dan (34769560000); McAlpine, David (7005917811); Palmer, Alan R. (7401780993)","34769560000; 7005917811; 7401780993","Detectability index measures of binaural masking level difference across populations of inferior colliculus neurons","1997","Journal of Neuroscience","17","23","","9331","9339","8","50","10.1523/jneurosci.17-23-09331.1997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030724779&doi=10.1523%2fjneurosci.17-23-09331.1997&partnerID=40&md5=5ecaf6bb2fb848a22bcb4a4694b171ac","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-0030724779"
"Butler R.A.","Butler, Robert A. (7401524345)","7401524345","The monaural localization of tonal stimuli","1971","Perception & Psychophysics","9","1","","99","101","2","19","10.3758/BF03213038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002860565&doi=10.3758%2fBF03213038&partnerID=40&md5=802fe6568e72fc913d5b27edd5c5c715","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0002860565"
"Babkoff H.; Algom D.","Babkoff, Harvey (7004226353); Algom, Daniel (7003820965)","7004226353; 7003820965","Temporal sequence discrimination of dichotic tones: The effect of frequency","1980","International Journal of Neuroscience","10","4","","211","216","5","1","10.3109/00207458009162046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018844699&doi=10.3109%2f00207458009162046&partnerID=40&md5=4f38849abc0c04ace71b93c1743c1372","Article","Final","","Scopus","2-s2.0-0018844699"
"Smith Z.M.; Delgutte B.","Smith, Zachary M. (7006495920); Delgutte, Bertrand (6701766119)","7006495920; 6701766119","Sensitivity to interaural time differences in the inferior colliculus with bilateral cochlear implants","2007","Journal of Neuroscience","27","25","","6740","6750","10","45","10.1523/JNEUROSCI.0052-07.2007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250862626&doi=10.1523%2fJNEUROSCI.0052-07.2007&partnerID=40&md5=3e07cd59755b47b663933ec448637126","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-34250862626"
"Zeng F.-G.; Kong Y.-Y.; Michalewski H.J.; Starr A.","Zeng, Fan-Gang (7202911218); Kong, Ying-Yee (55413643600); Michalewski, Henry J. (6701557009); Starr, Arnold (55661291400)","7202911218; 55413643600; 6701557009; 55661291400","Perceptual consequences of disrupted auditory nerve activity","2005","Journal of Neurophysiology","93","6","","3050","3063","13","257","10.1152/jn.00985.2004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19344362785&doi=10.1152%2fjn.00985.2004&partnerID=40&md5=4b2d587a530c1fbd9e98ec8f2d1d7e4d","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-19344362785"
"Saberi K.; Tirtabudi P.; Petrosyan A.; Perrott D.R.; Strybel T.Z.","Saberi, Kourosh (7004232931); Tirtabudi, Prisilia (6506279353); Petrosyan, Agavni (7006797913); Perrott, David R (7006087832); Strybel, Thomas Z (6701499451)","7004232931; 6506279353; 7006797913; 7006087832; 6701499451","Concurrent motion detection based on dynamic changes in interaural delay","2002","Hearing Research","174","1-2","","149","157","8","11","10.1016/S0378-5955(02)00652-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036888696&doi=10.1016%2fS0378-5955%2802%2900652-4&partnerID=40&md5=5aea077dd210310ecd2a3c022ecf24a4","Article","Final","","Scopus","2-s2.0-0036888696"
"Casseday J.H.; Covey E.","Casseday, J.H. (7003981438); Covey, E. (7003710032)","7003981438; 7003710032","A Neuroethological Theory of the Operation of the Inferior Colliculus","1996","Brain, Behavior and Evolution","47","6","","311","336","25","139","10.1159/000113249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029692051&doi=10.1159%2f000113249&partnerID=40&md5=66fb803e57ced2bead402bb918a64502","Article","Final","","Scopus","2-s2.0-0029692051"
"Langner G.","Langner, Gerald (40161688400)","40161688400","Periodicity coding in the auditory system","1992","Hearing Research","60","2","","115","142","27","373","10.1016/0378-5955(92)90015-F","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026703998&doi=10.1016%2f0378-5955%2892%2990015-F&partnerID=40&md5=050b130b38f629efec2e47cd52c1bbde","Review","Final","","Scopus","2-s2.0-0026703998"
"Brancucci A.; Della Penna S.; Babiloni C.; Vecchio F.; Capotosto P.; Rossi D.; Franciotti R.; Torquati K.; Pizzella V.; Rossini P.M.; Romani G.L.","Brancucci, Alfredo (6602326908); Della Penna, Stefania (6602677707); Babiloni, Claudio (7006669615); Vecchio, Fabrizio (8068004300); Capotosto, Paolo (8669579700); Rossi, Davide (57190110680); Franciotti, Raffaella (6602219539); Torquati, Kathya (56631113200); Pizzella, Vittorio (7004573628); Rossini, Paolo M. (36040393500); Romani, Gian Luca (7006874032)","6602326908; 6602677707; 7006669615; 8068004300; 8669579700; 57190110680; 6602219539; 56631113200; 7004573628; 36040393500; 7006874032","Neuromagnetic functional coupling during dichotic listening of speech sounds","2008","Human Brain Mapping","29","3","","253","264","11","30","10.1002/hbm.20385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40649102226&doi=10.1002%2fhbm.20385&partnerID=40&md5=a9a550b0df31b11d368317c2c99b2a64","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-40649102226"
"Ungan P.; Yagcioglu S.","Ungan, Pekcan (6701562334); Yagcioglu, Süha (6506295611)","6701562334; 6506295611","Origin of the binaural interaction component in wave P4 of the short-latency auditory evoked potentials in the cat: Evaluation of serial depth recordings from the brainstem","2002","Hearing Research","167","1-2","","81","101","20","26","10.1016/S0378-5955(02)00351-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036020098&doi=10.1016%2fS0378-5955%2802%2900351-9&partnerID=40&md5=fa643e1016e0260f7175383da75252e3","Article","Final","","Scopus","2-s2.0-0036020098"
"Braun M.","Braun, Martin (16941361100)","16941361100","Auditory midbrain laminar structure appears adapted to f0 extraction: Further evidence and implications of the double critical bandwidth","1999","Hearing Research","129","1-2","","71","82","11","18","10.1016/S0378-5955(98)00223-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032989989&doi=10.1016%2fS0378-5955%2898%2900223-8&partnerID=40&md5=38958c0b568a721736aff7bd63215351","Article","Final","","Scopus","2-s2.0-0032989989"
"Poirier P.; Jiang H.; Lepore F.; Guillemot J.-P.","Poirier, Pierre (21135738300); Jiang, Huai (57226014477); Lepore, Franco (24763291200); Guillemot, Jean-Paul (7005329095)","21135738300; 57226014477; 24763291200; 7005329095","Positional, directional and speed selectivities in the primary auditory cortex of the cat","1997","Hearing Research","113","1-2","","1","13","12","25","10.1016/S0378-5955(97)00126-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030783608&doi=10.1016%2fS0378-5955%2897%2900126-3&partnerID=40&md5=0b1edf5e8148c56d6f31505d3cebdde0","Article","Final","","Scopus","2-s2.0-0030783608"
"White S.; Milne E.; Rosen S.; Hansen P.; Swettenham J.; Frith U.; Ramus F.","White, Sarah (56623762200); Milne, Elizabeth (8309207700); Rosen, Stuart (7401609413); Hansen, Peter (7403236241); Swettenham, John (6603685472); Frith, Uta (56046313500); Ramus, Franck (57209033697)","56623762200; 8309207700; 7401609413; 7403236241; 6603685472; 56046313500; 57209033697","Target article with commentaries and response: The role of sensorimotor impairments in dyslexia: A multiple case study of dyslexic children","2006","Developmental Science","9","3","","237","255","18","221","10.1111/j.1467-7687.2006.00483.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645821922&doi=10.1111%2fj.1467-7687.2006.00483.x&partnerID=40&md5=a9ac841ecfa1ce5441bb51cdf69794fe","Article","Final","","Scopus","2-s2.0-33645821922"
"Saberi K.","Saberi, Kourosh (7004232931)","7004232931","Fast fourier-based DSP algorithm for auditory motion experiments","2004","Behavior Research Methods, Instruments, and Computers","36","4","","585","589","4","6","10.3758/BF03206538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13844271356&doi=10.3758%2fBF03206538&partnerID=40&md5=b153ca3ae29036ce8cb9d9dc3e796272","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-13844271356"
"Feng Y.; Yin S.; Wang J.","Feng, Yanmei (15924998600); Yin, Shankai (57203371062); Wang, Jian (56374868100)","15924998600; 57203371062; 56374868100","Cortical responses to amplitude modulation in guinea pigs and the effects of general anesthesia by pentobarbital","2009","Hearing Research","247","1","","40","46","6","4","10.1016/j.heares.2008.10.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57749092747&doi=10.1016%2fj.heares.2008.10.004&partnerID=40&md5=1855734830229c5bae3162c2265327a0","Article","Final","","Scopus","2-s2.0-57749092747"
"Yost W.A.","Yost, William A. (7005721334)","7005721334","Frequency selectivity using tonal-temporal masking: Diotic vs. dichotic masking","1975","Perception & Psychophysics","18","6","","423","427","4","8","10.3758/BF03204115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0016790972&doi=10.3758%2fBF03204115&partnerID=40&md5=76576d077105810e0063de33cbeaa364","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0016790972"
"Cvetkovic D.; Cosic I.","Cvetkovic, Dean (16174108100); Cosic, Irena (7003729630)","16174108100; 7003729630","EEG inter/intra-hemispheric coherence and asymmetric responses to visual stimulations","2009","Medical and Biological Engineering and Computing","47","10","","1023","1034","11","14","10.1007/s11517-009-0499-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350257696&doi=10.1007%2fs11517-009-0499-z&partnerID=40&md5=1f28e34f2bc6b51ccb8148612fce23e9","Article","Final","","Scopus","2-s2.0-70350257696"
"Dietz M.; Ewert S.D.; Hohmann V.; Kollmeier B.","Dietz, Mathias (56346876200); Ewert, Stephan D. (7004363887); Hohmann, Volker (6602836905); Kollmeier, Birger (7006746726)","56346876200; 7004363887; 6602836905; 7006746726","Coding of temporally fluctuating interaural timing disparities in a binaural processing model based on phase differences","2008","Brain Research","1220","","","234","245","11","29","10.1016/j.brainres.2007.09.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48949119357&doi=10.1016%2fj.brainres.2007.09.026&partnerID=40&md5=57fe12d6225902913311f5d96334da23","Article","Final","","Scopus","2-s2.0-48949119357"
"Sisneros J.A.; Bass A.H.","Sisneros, Joseph A. (6602551801); Bass, Andrew H. (7101904989)","6602551801; 7101904989","Seasonal plasticity of peripheral auditory frequency sensitivity","2003","Journal of Neuroscience","23","3","","1049","1058","9","126","10.1523/jneurosci.23-03-01049.2003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037319220&doi=10.1523%2fjneurosci.23-03-01049.2003&partnerID=40&md5=69873ed1b1d56a08f3a5abf2dfaea527","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-0037319220"
"Bodnar D.A.; Bass A.H.","Bodnar, D.A. (7005729274); Bass, A.H. (7101904989)","7005729274; 7101904989","Midbrain combinatorial code for temporal and spectral information in concurrent acoustic signals","1999","Journal of Neurophysiology","81","2","","552","563","11","36","10.1152/jn.1999.81.2.552","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033029996&doi=10.1152%2fjn.1999.81.2.552&partnerID=40&md5=44c15fc0ce334aab670e33064ba3889e","Article","Final","","Scopus","2-s2.0-0033029996"
"Schwarz D.W.F.; Taylor P.","Schwarz, D.W.F. (7102731234); Taylor, P. (57212954123)","7102731234; 57212954123","Human auditory steady state responses to binaural and monaural beats","2005","Clinical Neurophysiology","116","3","","658","668","10","121","10.1016/j.clinph.2004.09.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13844281495&doi=10.1016%2fj.clinph.2004.09.014&partnerID=40&md5=ac0d9fef09d9a01c567940205d5cf319","Article","Final","","Scopus","2-s2.0-13844281495"
"Pastor M.A.; Valencia M.; Artieda J.; Alegre M.; Masdeu J.C.","Pastor, M.A. (56962720000); Valencia, M. (7101646864); Artieda, J. (7006708505); Alegre, M. (7006326579); Masdeu, J.C. (35405452500)","56962720000; 7101646864; 7006708505; 7006326579; 35405452500","Topography of cortical activation differs for fundamental and harmonic frequencies of the steady-state visual-evoked responses. An EEG and PET H 215O study","2007","Cerebral Cortex","17","8","","1899","1905","6","53","10.1093/cercor/bhl098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547652501&doi=10.1093%2fcercor%2fbhl098&partnerID=40&md5=1a97748a779868087a30d279929889cb","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-34547652501"
"Füllgrabe C.; Berthommier F.; Lorenzi C.","Füllgrabe, Christian (7801361811); Berthommier, Frédéric (6602680011); Lorenzi, Christian (57204297040)","7801361811; 6602680011; 57204297040","Masking release for consonant features in temporally fluctuating background noise","2006","Hearing Research","211","1-2","","74","84","10","106","10.1016/j.heares.2005.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30944447457&doi=10.1016%2fj.heares.2005.09.001&partnerID=40&md5=ae185e229c1531bc1192105f6b051e15","Article","Final","","Scopus","2-s2.0-30944447457"
